y1,y2,y4,time_s,v2,y1_t,y2_t,y4_t,y19,y20
0.008027059999995655,0.0019797799999928456,0.013131099999953296,0.011000000000000001,-8.864895184427681e-15,9.426289999797828e-05,3.1093399994955325e-05,-4.964002198399593e-14,0.0002300729999982617,5.749999999902695e-05
0.009727961958039306,0.0029908841744899525,0.019294314938174316,0.111,8.676981910750754e-12,0.00015719171072864919,5.2985607706168314e-05,-3.7834925765108363e-07,0.0003787733444409899,6.002183880038029e-05
0.01039876307432658,0.003928904476761082,0.02483336988519282,0.211,-1.6451372755598486e-11,0.0002262493084532619,7.679346933480402e-05,8.497631671970178e-07,0.000535709917131888,4.997045456735192e-05
0.009484767536595294,0.004341203328529437,0.02715711248261373,0.31100000000000005,2.3248237138180987e-11,0.00026884525740418226,9.246795518453313e-05,-1.345367928058207e-06,0.0006344584648986458,5.253395538706196e-05
0.009187089654909924,0.005025690954216466,0.0313280311144918,0.411,-2.91236643158131e-11,0.00033008184689297965,0.0001169849648253675,5.567431078379161e-06,0.0007769435209000804,6.747215701512775e-05
0.009521932912276118,0.0061401352337644745,0.038467906602688555,0.511,3.3992036625999757e-11,0.00042398368956784847,0.00015594111215690455,9.734667858918036e-06,0.0009992644857208638,7.378332418567346e-05
0.008572499328147683,0.0064298747555122755,0.04075489560713442,0.6110000000000001,-3.7906688484252975e-11,0.00046345366351603564,0.00017991006342921208,1.925449201390264e-05,0.0010882879086270164,7.121306589376857e-05
0.0076593863445029026,0.006609596484948769,0.04258415125387268,0.7110000000000001,4.077986486543348e-11,0.0004977902753561154,0.0002033866377907573,1.395282490621599e-05,0.0011541609863999695,5.626962267755831e-05
0.008113221028496249,0.007962597169291373,0.052337505185338,0.8109999999999999,-4.266205817788252e-11,0.0006261804529261275,0.0002623487390972053,2.01169951635022e-05,0.0014181026249419381,2.8698420077429437e-05
0.007675939475968928,0.008434085453805537,0.05699433174849324,0.9109999999999999,4.34632144195136e-11,0.0006816590002196737,0.00029224055708519756,2.9277491530576485e-06,0.0015270708426721792,1.127666463536986e-05
0.0070864910368233095,0.008581638369296131,0.06002223074993002,1.011,-4.323053282786831e-11,0.0007042443501598926,0.0003131225646675101,1.0537686666759671e-05,0.0015717606439558949,3.7105060374089594e-06
0.007016132128509012,0.009136882690339233,0.0671495798150547,1.111,4.1871436229345785e-11,0.0007604875632316408,0.00035294824085422785,4.580120806412085e-06,0.0017030599769985403,1.2858888074250678e-06
0.006656087436385166,0.009124666623064982,0.07130542191703373,1.2109999999999999,-3.94297928496661e-11,0.0007695876977124835,0.00037383808514303215,3.330946371094741e-05,0.0017409111175297665,3.717168174237332e-06
0.00652355517762179,0.009506746684364882,0.07749752531017823,1.311,3.5809950219314106e-11,0.0007956610669170263,0.00039967562155843373,4.9669840089624434e-05,0.0018121757157979217,3.7829655410312537e-06
0.006587460233837707,0.01030029600472812,0.08596300903835369,1.411,-3.1052225365224303e-11,0.0008394382883564087,0.0004324239043427983,8.822459603512653e-05,0.001921676913250872,1.2121150907719972e-06
0.006199918970713251,0.010168351966398868,0.08809249363817806,1.511,2.5057503171711213e-11,0.0008172687751879369,0.00042617945503659033,8.348863650664944e-05,0.0018791348727655068,1e-06
0.006416133742742828,0.010830862084035211,0.09840641073186707,1.611,-1.786220851238093e-11,0.0008679211899830005,0.0004610857931057156,0.00010608449261228688,0.0020049781084326905,1e-06
0.006477691318883611,0.011198646300859337,0.1064313850170689,1.7109999999999999,9.36346775636991e-12,0.0009057380173215368,0.0004821873695479713,7.787840408021908e-05,0.002072070865101788,2.5419208567108055e-06
0.006230613692132268,0.01099600505119593,0.1087548235749348,1.811,4.0684863246079864e-13,0.0009076816601102096,0.0004794828564949106,0.0001026271186119513,0.002031246646465237,7.47082687362983e-06
0.00635817598887255,0.011438102496819553,0.11706245153715455,1.911,-1.15556668965668e-11,0.000967410507329102,0.0005007931525910163,0.00011309690831222966,0.00210399879839516,8.782650230329056e-06
0.006170791195745955,0.011305973333097411,0.11908356460096256,2.011,2.4056092396714667e-11,0.0009831008678613093,0.0004959006855040476,0.00014892734427044026,0.00206783186761875,6.212951402452493e-06
0.006304636651040871,0.011735385850235454,0.1268497649099301,2.1109999999999998,-3.8019806935954294e-11,0.0010447218663876567,0.0005107006238298064,0.00013572175976276618,0.0021349495160279098,1.130571376330069e-05
0.006122858744976327,0.011549330778276027,0.1277838367774243,2.2110000000000003,5.342529600517984e-11,0.0010487913469222376,0.0005006821719554084,0.00016297696247200005,0.002091708811478684,2.373121480506993e-05
0.00613726396780276,0.011714386871693508,0.1322852528399635,2.3110000000000004,-7.038968642991173e-11,0.0010853155536077097,0.0005021423433183333,0.00014450912506734162,0.0021120321614203578,2.251304294151804e-05
0.006249343810127352,0.012044071914677275,0.13843943229231276,2.4110000000000005,8.889754169360082e-11,0.0011387123442653131,0.0005152797897992772,0.00017888566208013092,0.002162657809819652,7.43654952587557e-06
0.0062168742529020585,0.012075729133497382,0.14092310764593757,2.511,-1.0907204942787226e-10,0.0011562736600220105,0.0005142260519887521,0.00015026760464625466,0.0021598336523756183,1e-06
0.0059290633677297234,0.011586116737097724,0.13700013570353184,2.611,1.309046361365304e-10,0.0011156899299580843,0.0004950510886050716,0.0001705327610010193,0.002064966208301895,1e-06
