y1,y2,y4,time_s,v2,y1_t,y2_t,y4_t,y19,y20
0.016894399999994446,0.004018909999995175,0.02616039999995952,0.015,-8.954218492567233e-15,3.54753999983489e-05,5.30100999970214e-05,6.21056999640405e-05,0.000433754999998188,1e-06
0.014884933921173826,0.004047490692497939,0.025951992561740685,0.115,5.190563178170408e-12,3.798160032997239e-05,6.041298045523613e-05,6.495684289998141e-05,0.00048243120859036846,1e-06
0.01322288616633048,0.004058732017141223,0.025837486076186557,0.215,-9.430054930073787e-12,3.965353416037528e-05,6.78902763788084e-05,6.42898652163593e-05,0.000530921622937178,4.9759484160644825e-06
0.015099511199801031,0.005186359224384492,0.03294432981536887,0.3150000000000001,1.2637070894278658e-11,5.2727644496545595e-05,9.461238757452477e-05,7.9779611703181e-05,0.0007344726164501645,1.5029994436395815e-05
0.015236744370577475,0.005800717368550131,0.037031187340765354,0.415,-1.4862042825594313e-11,6.257070463687537e-05,0.00011348215404022286,8.357017755987818e-05,0.0008835900450365646,1.8720680886372583e-05
0.01629106869271129,0.006811599775704718,0.04393930923377484,0.515,1.601242453227483e-11,7.983854273790058e-05,0.00014280890944455338,9.928274671607884e-05,0.0011002655044584624,1.627849419474059e-05
0.01786237893967265,0.008113940879175252,0.053306558345222216,0.6150000000000001,-1.6135247703223383e-11,9.527408776785267e-05,0.0001822675269769668,0.000123581178442705,0.0013814717982389016,1.2467274707416815e-05
0.01628391110931015,0.007945622183347397,0.053502168140729826,0.7150000000000001,1.51352718042846e-11,8.878423221664398e-05,0.0001897633879480797,0.00012190048523296193,0.001412393025144199,7.527968204284039e-06
0.015501026332634131,0.008023286824021857,0.05581085284086709,0.8150000000000001,-1.3056040059978882e-11,7.69550267419295e-05,0.00020274169922840677,0.00011688077878561807,0.0014830407282760438,3.7169401410281848e-06
0.015440072765962643,0.008375631625345466,0.06058339670045044,0.915,9.799230474693275e-12,6.0723448097750075e-05,0.00022279518405768427,0.00011692997249086708,0.0016030075413859726,1.2798081714187488e-06
0.017055653818436912,0.009583803065044038,0.07254668770269448,1.015,-5.404400942847054e-12,5.608065132217928e-05,0.00026701965050532583,0.00012378157065280217,0.001894709032108825,1e-06
0.014887949322199287,0.008565472827095357,0.06814999560071631,1.115,-2.300340302954056e-13,4.63901226224629e-05,0.00024881577943017925,9.74631308003183e-05,0.0017459596326764777,1e-06
0.014264962226116146,0.00832398372979276,0.06979032280499027,1.215,7.068894548453026e-12,4.476709817484496e-05,0.0002502692004308907,7.210844831787495e-05,0.0017442896759343525,7.482156137196617e-06
0.016435731183209408,0.009636285611170825,0.08516391345098055,1.315,-1.521765278777022e-11,5.665186635577168e-05,0.0003018032304320666,7.443517444415125e-05,0.0020733192535561584,2.254436702176576e-05
0.016257048214165088,0.009510604497702274,0.08846976606582749,1.415,2.464582406730541e-11,4.4717871742627464e-05,0.00031060674545317017,7.307884253763662e-05,0.0020941541111612564,2.2454373891515173e-05
0.01536218056366146,0.008916005700509731,0.08693082019315568,1.515,-3.5463341796175365e-11,1.820801778286133e-05,0.0002992988012253541,8.56822066856718e-05,0.0020074696455078954,7.515952740406431e-06
0.014859784255160826,0.008522297809844032,0.08665437369495943,1.615,4.7644884550581586e-11,4.100811935413398e-06,0.00028898318903947665,0.0001072066656850081,0.0019570489935755385,3.724159358254793e-06
0.017293749612020723,0.009778830105594195,0.10306450607649643,1.715,-6.130542360504759e-11,1.8773452740210171e-06,0.00033705354635426,0.00013460532413447283,0.0022868320758226007,1.1293072448694708e-05
0.017300592442013756,0.009629756239796313,0.10454215929563644,1.815,7.642552871237042e-11,3.2849914608897842e-06,0.0003380834381963371,0.00011694808363290912,0.00228750602509733,1.62215264859916e-05
0.01601855256227524,0.008768456366115451,0.0975461642798387,1.915,-9.312577755263923e-11,9.853117546735068e-06,0.00031050825866513513,9.657080317590649e-05,0.002112763144586297,1.8790980279750617e-05
0.01680681092845745,0.009040804250144155,0.1025390454743404,2.015,1.113933830973871e-10,1.1261459009340805e-05,0.00031873633360475213,8.332115798342548e-05,0.0022055078315767447,3.37615356119233e-05
0.017837775862804175,0.009412361661909317,0.1083840569754075,2.115,-1.313553459043365e-10,8.680888733827203e-06,0.0003321916249121776,7.54640031277735e-05,0.002322879451069794,6.131657140333672e-05
0.018512138484100184,0.009564036910927859,0.11136015961410273,2.2150000000000003,1.5300623967885467e-10,4.80036639854586e-06,0.00033857783582516646,5.865499972164557e-05,0.002385282191045824,5.616223271896507e-05
0.01689731616270293,0.008523892509164613,0.10008648488816956,2.3150000000000004,-1.7648058925353349e-10,1.7818164140015144e-06,0.00030465224734540423,7.046819128314199e-05,0.0021473258959600282,1.871758018731477e-05
0.018179215120423482,0.00892897242412549,0.1054554216140735,2.4150000000000005,2.0178116750438988e-10,-2.846955597982515e-07,0.0003230620158422319,0.00011590359773788884,0.002270678287442877,2.466347618660949e-06
0.020292778566182702,0.009699086982476424,0.11507729554770352,2.515,-2.2905111044709467e-10,2.9338789183935394e-07,0.00035544219177863445,0.00015516634867159955,0.002489445002793369,7.546119861066864e-06
0.01915744966655219,0.008901415416170368,0.10598945826030313,2.615,2.5830264774500323e-10,-3.027699177957311e-07,0.0003293637777765997,0.00013982659059997917,0.0023055111573947167,1.373316373446674e-05
0.018551874397937932,0.00840826809249903,0.10041434676110876,2.7150000000000003,-2.8968864556589956e-10,3.1243402249281116e-07,0.00031752308859069256,0.00014435071191652504,0.0021983436495596983,2.1295703915530884e-05
0.01949881506003617,0.008648224416176216,0.10351776227042046,2.8150000000000004,3.232321692842299e-10,-3.223392497108449e-07,0.00033530805001282947,0.00016030597201251146,0.0022825710406150623,2.1203526037291983e-05
0.021592836902357828,0.009432522119887397,0.11313004586335873,2.9150000000000005,-3.5909733857149534e-10,3.324858741432815e-07,0.0003699187501804318,0.00018915374526679122,0.002514437773977977,1.3766913732504156e-05
0.01990775279758819,0.008616727685599703,0.10351572896140736,3.015,3.9731967736129173e-10,-3.4288277042316464e-07,0.0003353607794790758,0.00016988854578500875,0.0023204868450237303,1.1220502469148955e-05
0.01867843554812948,0.008060704658475831,0.09698415468583783,3.115,-4.3807625419909743e-10,3.535414556062156e-07,0.00031470491919405124,0.0001695527135202918,0.0021942865481573435,1.3787209516522135e-05
